ID,Tytuł,URL_obrazka
4232960,Kto walczył najwięcej,https://i1.jbzd.com.pl/contents/2025/09/normal/saWP66SHc9JlMbaXES1EcqLkbf621Tko.jpg
4232959,Elegancko,https://i1.jbzd.com.pl/contents/2025/09/normal/ssFutpkFmr2v8IC8VLSG1Cyqhyae2ua0.jpg
4232958,Nie ma żadnej różnicy,https://i1.jbzd.com.pl/contents/2025/09/normal/jo8amhi1tgySOUCEqibYuY9MCPNUUHX2.jpg
4232956,cos tam jest,https://i1.jbzd.com.pl/contents/2025/09/normal/Js96Gb3Kwe5X8dCFhYCSOTXa0a70tjyl.png
4232955,"ile jeszcze, tego gówna! HYDRAULIKA!!!",https://i1.jbzd.com.pl/contents/2025/09/normal/uHMjvmyPiCTS7npD1pqWOBt9tKteWBGy.jpg
4232954,Coś poszło nie tak.,https://i1.jbzd.com.pl/contents/2025/09/normal/4UtNRLm24iuJZQmvQRB84oOL3QSsn1DZ.jpg
4232953,Z farcikiem dobrzy ludzie.,https://jbzd.com.pl/images/video-age-0.png
4232952,jakie to prawdziwe,https://i1.jbzd.com.pl/contents/2025/09/normal/ftS3a2Ud5dvhj50yVnlFGh42mge0khQg.jpg
4232950,Życzę im sukcesów w nauce. Oby w końcu udało się zdać.,https://i1.jbzd.com.pl/contents/2025/09/normal/wUPoSyFfMs9WBfflxUnJaVUHXiaC6e07.jpg
4232946,git pozdrawia dobrych chłopaków,https://jbzd.com.pl/images/video-age-18.png
4232945,Ewolucja,https://i1.jbzd.com.pl/contents/2025/09/normal/scaD1TxPXff5HtAirYxYoxZMlrAIHyQ6.png
4232943,N...,https://i1.jbzd.com.pl/contents/2025/09/normal/5K2hoeSC7DdM2gN6VAkqcwTCj1j8vL3Q.jpg
4232942,Smutek,https://jbzd.com.pl/images/video-age-18.png
4232940,Safety,https://i1.jbzd.com.pl/contents/2025/09/normal/FwQJioWhnPhRMeGmsnLJBqPYr8YKbGM3.jpg
4232939,Sztuczka z kijami.,https://jbzd.com.pl/images/video-age-0.png
4232938,Old Spear Classic# Taka sytuacja.,https://i1.jbzd.com.pl/contents/2025/09/normal/ysIvrEXSEgktcSKwcJT9YojfQuCl404w.jpg
4232934,Jebana kurwa świnia: Kartagina. Rezident debil.,https://i1.jbzd.com.pl/contents/2025/09/normal/Dub5kQVxjV5vW7RFVFzZjxmj4pRv5VBI.jpg
4232933,Roboty,https://jbzd.com.pl/images/video-age-0.png
4232931,Generał Goj,https://i1.jbzd.com.pl/contents/2025/09/normal/taWARdV8Qi17yWrMRxXe5dbTyKahcrwo.jpg
4232929,Nice,https://jbzd.com.pl/images/video-age-12.png
4232928,Mudżyn i czlowiek,https://i1.jbzd.com.pl/contents/2025/09/normal/TtXmYFWMdpYCxGxjbrPUBh3ax9QBJr6y.jpg
4232927,tak,https://i1.jbzd.com.pl/contents/2025/09/normal/uSEF9lFkaR7D7OnXdBk8S2Po951adO0o.jpeg
4232926,Samolocik,https://i1.jbzd.com.pl/contents/2025/09/normal/VRJZeaLuDSfhDf1pQHZDvIGpPem5AIwK.png
4232924,Ferrari 250 GTO,
4232923,Kłódka,https://jbzd.com.pl/images/video-age-18.png
4232922,Teraz się zrobiło trudne,https://jbzd.com.pl/images/video-age-12.png
4232921,Łabędz czyli kaczka bojowa,https://i1.jbzd.com.pl/contents/2025/09/normal/VFkfySJGCEuuaWxNIp8cWWVmI9w6FAJL.png
4232920,Cały swiat pomału otwiera oczy,https://i1.jbzd.com.pl/contents/2025/09/normal/9gw3pfJCjKrdOD5Y7IooI3vS9yIFZJ51.jpg
4232919,Moja ulubiona scena ze Spidermana,https://jbzd.com.pl/images/video-age-12.png
4232918,Kuce S03E06 - Sleepless in Ponyville (Napisy PL),
4232917,Dlaczego wymagane?,https://i1.jbzd.com.pl/contents/2025/09/normal/5FbjiWpeIQHxigPl51yEl0CcLOd3U8fJ.jpg
4232915,Wiktoriańsko,https://i1.jbzd.com.pl/contents/2025/09/normal/SjjqHP9HDihWlYSfQ5VNdqZhm3KJ6ICH.jpg
4232914,Kłamstwa nie stwierdzono,https://i1.jbzd.com.pl/contents/2025/09/normal/hhygJEB8WYJmNcTfL2PToh19RrHQVUdT.jpg
4232913,Jest w pytę,https://i1.jbzd.com.pl/contents/2025/09/normal/FoXEYs8oLiiCJGC2Rq8NapXrSpzu7rZ3.jpg
4232912,Elegancko,https://i1.jbzd.com.pl/contents/2025/09/normal/A7u9sPiQyWnUnWl79EAHTeMGaoKdkGFJ.jpg
4232911,Gdyby hollywoodzkie gwiazdki umiały czytać być może coś by drgnęło w ich botoksie,https://i1.jbzd.com.pl/contents/2025/09/normal/6RXRvGtXCfsmEpXsj92eOhq9W4iQRN4R.jpg
4232910,Wszystkie laski biorą zielony,https://i1.jbzd.com.pl/contents/2025/09/normal/AVBh6CfpV144owdBAzZLjnRjoLEg0spc.jpg
4232909,Nie każdy wie,https://i1.jbzd.com.pl/contents/2025/09/normal/Y8c64AWWRZll9aN3J0SdxIdPTIjtYMhR.jpg
4232908,Kiedyś to było,https://i1.jbzd.com.pl/contents/2025/09/normal/DRFfmf95V53imx0XuaPe0eTB3gKGNICN.jpg
4232907,Jak będzie w Amazonie,https://i1.jbzd.com.pl/contents/2025/09/normal/P7CkpDnJsrrjjlXNpEJcaHiysvMmCHUD.jpg
4232906,Profesjonaliści mają standardy,https://i1.jbzd.com.pl/contents/2025/09/normal/CjSbkHEIKWv69RhbIm5gVtsq1fh4qeNz.jpg
4232905,Kątnik domowy większy,https://i1.jbzd.com.pl/contents/2025/09/normal/7uO75U6tU5rMKsMkIYe4VkrGRkVCK6SU.jpg
4232903,Strateg,https://jbzd.com.pl/images/video-age-18.png
4232902,1:1,https://i1.jbzd.com.pl/contents/2025/09/normal/Jwl1dSM8288yYtzalszUPEhpk31m0IMe.jpg
4232901,Fachowiec,https://jbzd.com.pl/images/video-age-18.png
4232899,a to nawet nie szczyt stawek,https://i1.jbzd.com.pl/contents/2025/09/normal/Oj7mei5FbVRqMTgAGLxcCYBDf0yJKoTn.jpg
4232898,Przytulaski,https://i1.jbzd.com.pl/contents/2025/09/normal/pbfFNkm58T5P8m4A7oDj0EzxPhMFOB2Z.png
4232897,Wojny stulejne,https://i1.jbzd.com.pl/contents/2025/09/normal/8QJS8R6aaBr6mWM24CF8m2RCgwdBMHgX.jpg
4232896,Jeb z procy,https://i1.jbzd.com.pl/contents/2025/09/normal/slrBkT7OPA0QkliXHeJrYq8k8hVZjSRe.jpg
4232895,Ała,https://jbzd.com.pl/images/video-age-16.png
4232894,"Naród wspaniały, tylko ludzie chrupki",https://i1.jbzd.com.pl/contents/2025/09/normal/oSzQ9JUzAMgZElomKxeqAUWMXQSBuM9U.jpg
4232893,Niggerian Pie,https://i1.jbzd.com.pl/contents/2025/09/normal/SnisOWeGWT6qHykh0lSsjiIJatU0dOPt.jpg
4232890,Leszke,https://i1.jbzd.com.pl/contents/2025/09/normal/Y8G2eZoLdcTQQGAk7v7d8qUrjwLHjDoK.jpg
4232888,Dla pewności *zablokuj*,https://i1.jbzd.com.pl/contents/2025/09/normal/ab7MOlMSsjZDO4yEJ6JQnadEiaaHlagw.jpg
4232887,Hej kolego? Chcesz premium,https://i1.jbzd.com.pl/contents/2025/09/normal/jXUj67xwJM6BN4fmFwHVsD7Q2r8R84qR.jpg
4232886,Legalizancja marichunaen,https://i1.jbzd.com.pl/contents/2025/09/normal/uKj2Hdy7tvQcIfXdDEShwLA4smI8Szfw.jpg
4232885,KURDE FAJA,https://i1.jbzd.com.pl/contents/2025/09/normal/XyS8LcuSB2ZLZOHuFGWdzOni2so4yIzg.png
4232884,HOP HOP HOP!,https://jbzd.com.pl/images/video-age-18.png
4232883,Zajebiste,https://jbzd.com.pl/images/video-age-18.png
4232882,Władca napalmu,
4232881,Za mało premium na jbzd,https://i1.jbzd.com.pl/contents/2025/09/normal/scRB2MnKsrZp1ry8WmqKASttawiYGF3t.jpg
4232880,Wiesiek Jurek,https://i1.jbzd.com.pl/contents/2025/09/normal/c63X63OLho5IMMwzJFT8S1W7x1rj0QLd.png
4232879,Francuzi w końcu przestali się pierdolić z brudasami z nożem?,https://jbzd.com.pl/images/video-age-18.png
4232878,Nawilża powietrze 9 na 11,https://i1.jbzd.com.pl/contents/2025/09/normal/K3njZTBWERATUJ1uzoeOVOg4ZewHEB1M.jpg
4232877,no i walenie konia,https://i1.jbzd.com.pl/contents/2025/09/normal/FMbTqggJz5XVLV2R8MqoC7dbcyoY0iZp.jpg
4232875,Oglądał bym jak pojebany.,
4232874,ważna wiadomość na dzisiejszy wieczór,https://jbzd.com.pl/images/video-age-18.png
4232871,"No, no! Krzysiek got a point",https://i1.jbzd.com.pl/contents/2025/09/normal/fdZPmj7uHGrHbkjQC6PWz5vhil4Qd1Dc.jpg
4232870,Dzień świra,https://i1.jbzd.com.pl/contents/2025/09/normal/aACsrbaOM2N72hvJAlFCeptvpMlHb0SO.jpg
4232868,Studia,https://i1.jbzd.com.pl/contents/2025/09/normal/jnFRgGOAuLfYxlWO42E5EDalc4GGs7h4.jpg
4232861,Zasady,https://i1.jbzd.com.pl/contents/2025/09/normal/JAAXMfag9e5LodsMXduGcYeVFxqKDu96.jpg
4232859,Alkus szuka rady,
4232857,Następnym razem,https://i1.jbzd.com.pl/contents/2025/09/normal/zqvPRrEd2opFxsNJJksG0EKtX8LBke9Z.jpeg
4232855,Przykład jak kochają i doceniają nas Ukraińcy.,https://i1.jbzd.com.pl/contents/2025/09/normal/147Q1QKjuDncUxkr3wBOo5rXCPpOspDF.jpg
4232854,A jutro do roboty,https://i1.jbzd.com.pl/contents/2025/09/normal/B5uTWUFQePPXCeYqTvkjkFTdmveNZVfM.jpg
4232853,Tyle się dzieje,https://i1.jbzd.com.pl/contents/2025/09/normal/wBPFchw9F7Mj3gJvfWzLS9tplS7yaRxo.png
4232852,Finish him,https://i1.jbzd.com.pl/contents/2025/09/normal/thtVvpYl8Yf5HjHzt1bPFPis8Vc8AjyZ.jpg
4232850,Hmm jak to nazwać,https://i1.jbzd.com.pl/contents/2025/09/normal/TKkA6hCx1BbUAoi523wPpEZuwINX41KC.jpeg
4232848,Uuooo,
4232847,Uświadomienie sobie problemu jest pierwszym krokiem w leczeniu uzależnienia,https://i1.jbzd.com.pl/contents/2025/09/normal/eXTBUXqhWL8RUVZFL06VM0aJRfUyNcoU.png
4232846,praktycznie nie ma ryzyka,
4232845,Trzeba nazywać rzeczy po imieniu,https://i1.jbzd.com.pl/contents/2025/09/normal/ebLpC3iaDqLakQuQzWhefC6gsKjSW4ln.jpg
4232844,Gesslerówa,
4232843,Jeb z kamienia,https://jbzd.com.pl/images/video-age-18.png
4232842,Niebo to zostaw dla lotników,https://i1.jbzd.com.pl/contents/2025/09/normal/TSJXt8V5gTSpQ9vaTbHHdcEV0urnLxwY.jpg
4232838,Taka kolej rzeczy,https://i1.jbzd.com.pl/contents/2025/09/normal/LyXwshs9IcrVmksgfyEc4qSzCecj39pS.jpg
4232837,Licencja na krowę sie zgadza.,https://i1.jbzd.com.pl/contents/2025/09/normal/rBGTvpoKz5rhIGf21duoviJTsuIXl90O.png
4232836,całe 30%,https://i1.jbzd.com.pl/contents/2025/09/normal/Ga7v51cTeDsfoKcqkrUAQljmtIyaMb1x.jpg
4232835,Czy ja słyszałem dyskryminację klasy wyższej ?,https://i1.jbzd.com.pl/contents/2025/09/normal/opB7fk18KxirfWhYlHsOnGpYJ6OwqNFs.jpeg
4232834,Normalnie bliźniacy,https://i1.jbzd.com.pl/contents/2025/09/normal/DfXB1IgUpFk85s37gDIsBvUOZ0JNmeTk.jpeg
4232833,"Kiedy hasło ,,jebać PiS i Konfederację"" bierzesz zbyt dosłownie",https://i1.jbzd.com.pl/contents/2025/09/normal/rY5qXPaeAevS5xYsvzvOYtJ6OMsMb1jh.jpg
4232832,Znajdź 2 różnice,https://i1.jbzd.com.pl/contents/2025/09/normal/HEMdVKrsaDs6EC9eLjRmTqDKFUGTA5oE.jpg
4232831,Ale pięknie wylądował z telemarkiem,
4232830,A po wszystkim robi kanapki z serem i pomidorem,https://jbzd.com.pl/images/video-age-18.png
4232828,tytuł od tyłu to łutyt a ryanair od tyłu,https://i1.jbzd.com.pl/contents/2025/09/normal/Fv0gxV4cSrzfKz8K8pgcpqq3HAyPoaNr.png
4232827,Jeb z opony.,https://jbzd.com.pl/images/video-age-18.png
4232826,Żaden nie powinien,https://i1.jbzd.com.pl/contents/2025/09/normal/vc5HIunHttWfiqdAD8y8IpkmdvTrNDhy.jpg
4232825,Zagadka,https://jbzd.com.pl/images/video-age-0.png
4232824,akcja - reakcja XD,https://i1.jbzd.com.pl/contents/2025/09/normal/8hkZrmq3RuH8J5JHHnTB6hOpOrFszNu4.png
4232820,Złota zasada elektryków,https://i1.jbzd.com.pl/contents/2025/09/normal/qma1BZO4u5Um4vy1QqudxvVuIVSvRq6l.jpeg
4232819,Happy song ^_^,https://jbzd.com.pl/images/video-age-18.png
4232817,Pewnie są ze wsi,https://i1.jbzd.com.pl/contents/2025/09/normal/YCJbjdimc41QRwqnq6J0YpS7hKnkTDUv.jpg
4232816,łutyt,https://i1.jbzd.com.pl/contents/2025/09/normal/u34W7g9XHVU3B3ZnuPk5XdkeDYsOc3h6.png
4232815,Pojawiły się nowe znaki w UK. Choć uważam że lepiej zapobiegać niż leczyć,https://i1.jbzd.com.pl/contents/2025/09/normal/CFk3tZ4qzNlnhjRP9f1PdAwd6MHLXRB0.jpg
4232814,Its future now old man,https://i1.jbzd.com.pl/contents/2025/09/normal/kuCv2ksyOmnMbNCKE4yWv9CJDbOg4F9g.jpeg
4232813,Greta,https://i1.jbzd.com.pl/contents/2025/09/normal/MJhuOOze30E3dmiebIcALagzksmFGFJ5.jpg
4232812,Cytat dnia,https://i1.jbzd.com.pl/contents/2025/09/normal/fRD8u7daPttzoDBmpZ3NLNqmsaw3qie2.jpeg
4232809,I tak od stworzenia świata,https://i1.jbzd.com.pl/contents/2025/09/normal/omeDGoEMHpexr0kbHACNemSzfzm7NHig.jpg
4232807,Same problemy z  Polski jagiellońskiej,https://i1.jbzd.com.pl/contents/2025/09/normal/WlWTpLjjrOGQuNmXSDLYhoGoh5affWTo.jpg
4232806,Gdzie kara śmierci kiedy jest potrzebna?,https://i1.jbzd.com.pl/contents/2025/09/normal/QNwzhkwVmslAlp9gYR003QIJRBC3koqO.png
4232805,Jakim peowcem dzisiaj jesteś?,https://i1.jbzd.com.pl/contents/2025/09/normal/OiUO0OiF26hXCwXxxEXbvPPulI6i0dJh.jpg
4232803,Pojebana jakaś,https://i1.jbzd.com.pl/contents/2025/09/normal/H9nQMQLojjXdPGktSnxumpRzjO9IIIC7.jpeg
4232800,Proziaki,https://i1.jbzd.com.pl/contents/2025/09/normal/SPANRwDo5EQmqipUqrLofVd8j7dGU2Xb.jpg
4232799,miliard w środę miliard w sobotę,https://i1.jbzd.com.pl/contents/2025/09/normal/of7bsxi8NMJvXVhdXYJZWxK9GkXMpYv7.png
4232793,Old Spear Classic# Zabawa w chowanego.,https://i1.jbzd.com.pl/contents/2025/09/normal/8hMx7ThfXbbSXBa7VQzYU7oPGDF01M5E.jpg
4232792,"A taki dobry był, zawsze dzień dobry mówił.",https://jbzd.com.pl/images/video-age-16.png
4232791,Deus vult,https://i1.jbzd.com.pl/contents/2025/09/normal/ELaGSpbcYxTbbB71WgDuZgvWs45KlRzB.jpg
4232790,Trakcja to śmierć! A ty co wybierasz?,https://i1.jbzd.com.pl/contents/2025/09/normal/85SJ2m2THqKU4BRnyZ6Jhz3iG4QvzeT6.jpg
4232789,Pociagi w Bangladeszu,
4232786,Tyle wygrać,https://i1.jbzd.com.pl/contents/2025/09/normal/yYg6HrgGefF4XogfbI2cf08ao0NbOYaE.jpg
4232785,Łutyt,https://i1.jbzd.com.pl/contents/2025/09/normal/Soxj2EMrEOTt83YMLXEACr4Xw1UxMMrg.jpg
4232784,Old Spear Classic# Zatrudnię hejtera. aka Kurłaa kiedyś to były ogłoszenia teraz to nie ma.,https://i1.jbzd.com.pl/contents/2025/09/normal/iVRn1yaUywZ8VQEsvanqV5kH1I4skpPo.jpg
4232780,Elegancka promocja w stonce,
4232779,Dałem z siebie aż 31%,https://i1.jbzd.com.pl/contents/2025/09/normal/3Wf8MWUTj3PCXYKEHD6cWfhkr38toHKA.png
4232778,Greta He-Man Tunberg,https://i1.jbzd.com.pl/contents/2025/09/normal/ukKM5CiiAJJMk0RfgDXQUNI4xNbovdXv.jpg
4232777,Chrobok.,
4232776,Styl życia,https://i1.jbzd.com.pl/contents/2025/09/normal/qKpd4V2oiP406cLTzrTi0k7qOPcdTvc4.jpg
4232775,Statystyka,https://jbzd.com.pl/images/video-age-18.png
4232774,Old Spear Classic# heheszki.,https://i1.jbzd.com.pl/contents/2025/09/normal/HtyyTwijSlH8PFj5jnMFnlV5yMsn0BW3.jpg
4232772,"O ty Damian, pedał jesteś?",https://i1.jbzd.com.pl/contents/2025/09/normal/93woXvTxLQY2UgL1ZXvr70JqCmY1m6eJ.jpeg
4232770,mem,https://i1.jbzd.com.pl/contents/2025/09/normal/kCutvLD7fw0obkfq4OQAD3kdo6zv4lpd.jpg
4232768,"Wszędzie ruskie onuce, eh kurwa",https://jbzd.com.pl/images/video-age-18.png
4232765,Kiedy jest trzęsienie ziemi więc musisz zabrać to co niezbędne,https://jbzd.com.pl/images/video-age-18.png
4232764,Zapraszam https://www.instagram.com/planszowkowe_pogaduchy,https://i1.jbzd.com.pl/contents/2025/09/normal/iko8o1Hrfpv89toDWBztsWKO7MEfp8MY.jpg
4232762,To samo ścierwo,https://i1.jbzd.com.pl/contents/2025/09/normal/WPLLLtOLb62LkJpdKB4qdcgVdEgJVdai.jpg
4232761,"Dobre, pomarańczowe",https://jbzd.com.pl/images/video-age-18.png
4232760,Nie ma to jak weekendowe zawody na szosie.,https://i1.jbzd.com.pl/contents/2025/09/normal/Qe1Z1vi9fxJWyumWlet99DL6jMpZP6fV.jpg
4232759,Mentzen nakręca kolejną wojnę Polaka z Polakiem. Tusk nie wystarcza.,https://i1.jbzd.com.pl/contents/2025/09/normal/97RGUXwmxZaDrIAnbSmm3t2wn6byXK1e.png
4232758,Więzień 2137,https://i1.jbzd.com.pl/contents/2025/09/normal/XDk8YKM90SfdhKgsQBnEcvTOaGP4Xq2w.jpg
4232756,Smród walczy o dominację,https://i1.jbzd.com.pl/contents/2025/09/normal/sqMzJeBaY9QFHZQry0AueCivPN4Q5MuJ.jpg
4232755,Wywiad z tibijczykiem,
4232754,Ej zauważyłem że woda gotuje się tylko na zewnątrz kiełbasy,https://i1.jbzd.com.pl/contents/2025/09/normal/ndmia8QuQR8USjM8kTgnTqV3rkbNJcJR.jpg
4232752,Takie wywiady bym oglądał.,
4232750,Elektryka,https://i1.jbzd.com.pl/contents/2025/09/normal/QTpYHX1ElncnwEmY5HFOuBAOMzn3s1Or.png
4232749,"Dobrze chłopaki robia, dobry przekaz leci",https://jbzd.com.pl/images/video-age-18.png
4232748,Nowe przedszkole w Twojej okolicy,https://i1.jbzd.com.pl/contents/2025/09/normal/UTG3hQhyiKskk3uj9UYzvgcLZREZ7584.png
